search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,default_start_sec,default_end_sec,why_dynamic,notes,collector_notes,capability_label,dynamic_concept_id,dynamic_concept,capability_queue_rank
piston pump one way valve video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Piston, diaphragm, peristaltic rollers, or impeller motion drives visible one-way flow.",principle_id=ENG_PRS_002; priority=core; reject=Reject source-only pump videos without visible fluid movement.; hard_negative_family=siphon; capillary action; open-channel flow; capability_label=DMR,principle_id=ENG_PRS_002; priority=core; reject=Reject source-only pump videos without visible fluid movement.; hard_negative_family=siphon; capillary action; open-channel flow; capability_label=DMR,DMR,,,231
cavitation bubble collapse video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Bubbles appear near a propeller, valve, or pump and collapse or cloud dynamically.",capability_label=DCR; dynamic_concept_id=DCR_ENG_CAV_001; linked_principle_id=ENG_PRS_001; aliases=pump cavitation; vapor bubble collapse; propeller cavitation; reject=Reject clips with injected air bubbles but no pressure-driven collapse.; hard_negative_concepts=gas evolution; boiling; aeration,capability_label=DCR; dynamic_concept_id=DCR_ENG_CAV_001; linked_principle_id=ENG_PRS_001; aliases=pump cavitation; vapor bubble collapse; propeller cavitation; reject=Reject clips with injected air bubbles but no pressure-driven collapse.; hard_negative_concepts=gas evolution; boiling; aeration,DCR,DCR_ENG_CAV_001,cavitation,232
heat treatment quench boiling video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,thermal_process_control,0,60,"Hot part is immersed, vapor/boiling forms, and cooling progresses rapidly.",principle_id=ENG_THM_002; priority=core; reject=Reject simple dunking with no thermal response or material context.; hard_negative_family=Leidenfrost droplet; forging; welding; capability_label=DMR,principle_id=ENG_THM_002; priority=core; reject=Reject simple dunking with no thermal response or material context.; hard_negative_family=Leidenfrost droplet; forging; welding; capability_label=DMR,DMR,,,233
steel quench vapor blanket video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,thermal_process_control,0,60,"Hot part is immersed, vapor/boiling forms, and cooling progresses rapidly.",principle_id=ENG_THM_002; priority=core; reject=Reject simple dunking with no thermal response or material context.; hard_negative_family=Leidenfrost droplet; forging; welding; capability_label=DMR,principle_id=ENG_THM_002; priority=core; reject=Reject simple dunking with no thermal response or material context.; hard_negative_family=Leidenfrost droplet; forging; welding; capability_label=DMR,DMR,,,234
drill bit cutting chips video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,tooling_force_and_precision,0,60,"Drill rotates, advances, and chips evacuate from the hole.",principle_id=ENG_TOOL_002; priority=core; reject=Reject hole already made or no visible chips.; hard_negative_family=sawing; cutting only; melting; capability_label=DMR,principle_id=ENG_TOOL_002; priority=core; reject=Reject hole already made or no visible chips.; hard_negative_family=sawing; cutting only; melting; capability_label=DMR,DMR,,,235
machining drilling process slow motion,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,tooling_force_and_precision,0,60,"Drill rotates, advances, and chips evacuate from the hole.",principle_id=ENG_TOOL_002; priority=core; reject=Reject hole already made or no visible chips.; hard_negative_family=sawing; cutting only; melting; capability_label=DMR,principle_id=ENG_TOOL_002; priority=core; reject=Reject hole already made or no visible chips.; hard_negative_family=sawing; cutting only; melting; capability_label=DMR,DMR,,,236
built-up edge chip formation video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,tooling_force_and_precision,0,60,Chip/tool contact shows adhesion growth and sudden detachment at the cutting edge.,capability_label=DCR; dynamic_concept_id=DCR_ENG_BUE_001; linked_principle_id=ENG_TOOL_001; aliases=BUE; built up edge machining; chip adhesion; reject=Reject clips without visible tool-edge adhesion dynamics.; hard_negative_concepts=continuous chip; chatter; tool wear only,capability_label=DCR; dynamic_concept_id=DCR_ENG_BUE_001; linked_principle_id=ENG_TOOL_001; aliases=BUE; built up edge machining; chip adhesion; reject=Reject clips without visible tool-edge adhesion dynamics.; hard_negative_concepts=continuous chip; chatter; tool wear only,DCR,DCR_ENG_BUE_001,built-up edge,237
clay collision sticking video,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,collisions_and_momentum,0,60,"Objects deform, stick, fragment, or rebound with lower speed after impact.",principle_id=PHY_COL_002; priority=core; reject=Reject elastic rebounds with no visible energy loss.; hard_negative_family=elastic collision; fracture only; free fall; capability_label=DMR,principle_id=PHY_COL_002; priority=core; reject=Reject elastic rebounds with no visible energy loss.; hard_negative_family=elastic collision; fracture only; free fall; capability_label=DMR,DMR,,,238
crash kinetic energy deformation video,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,collisions_and_momentum,0,60,"Objects deform, stick, fragment, or rebound with lower speed after impact.",principle_id=PHY_COL_002; priority=core; reject=Reject elastic rebounds with no visible energy loss.; hard_negative_family=elastic collision; fracture only; free fall; capability_label=DMR,principle_id=PHY_COL_002; priority=core; reject=Reject elastic rebounds with no visible energy loss.; hard_negative_family=elastic collision; fracture only; free fall; capability_label=DMR,DMR,,,239
electrophoresis particle migration video,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,electromagnetism_and_fields,0,60,Particles/droplets move along field lines or deform between electrodes.,principle_id=PHY_EM_002; priority=core; reject=Reject clips where electrodes are visible but no field-driven motion occurs.; hard_negative_family=magnetic alignment; diffusion; buoyancy; capability_label=DMR,principle_id=PHY_EM_002; priority=core; reject=Reject clips where electrodes are visible but no field-driven motion occurs.; hard_negative_family=magnetic alignment; diffusion; buoyancy; capability_label=DMR,DMR,,,240
neutral buoyancy video,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,"Object sinks, floats, or reaches neutral buoyancy as density/ballast changes.",principle_id=PHY_FLU_002; priority=core; reject=Reject generic boats moving without density or displacement change.; hard_negative_family=surface tension support; propulsion; pressure-driven flow; capability_label=DMR,principle_id=PHY_FLU_002; priority=core; reject=Reject generic boats moving without density or displacement change.; hard_negative_family=surface tension support; propulsion; pressure-driven flow; capability_label=DMR,DMR,,,241
siphon pressure gradient flow video,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Liquid continues moving through a tube across height differences with visible level changes.,principle_id=PHY_FLU_003; priority=core; reject=Reject source-only siphon claims where no flow path or level change is visible.; hard_negative_family=capillary rise; pump-driven flow; diffusion; capability_label=DMR,principle_id=PHY_FLU_003; priority=core; reject=Reject source-only siphon claims where no flow path or level change is visible.; hard_negative_family=capillary rise; pump-driven flow; diffusion; capability_label=DMR,DMR,,,242
Rayleigh Taylor fingers experiment,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Finger-like plumes grow downward/upward from an unstable density interface.,capability_label=DCR; dynamic_concept_id=DCR_PHY_RT_001; linked_principle_id=PHY_FLU_002; aliases=Rayleigh Taylor fingers; density inversion plumes; reject=Reject clips with no visible interface evolution.; hard_negative_concepts=diffusion; convection cell; simple pouring,capability_label=DCR; dynamic_concept_id=DCR_PHY_RT_001; linked_principle_id=PHY_FLU_002; aliases=Rayleigh Taylor fingers; density inversion plumes; reject=Reject clips with no visible interface evolution.; hard_negative_concepts=diffusion; convection cell; simple pouring,DCR,DCR_PHY_RT_001,Rayleigh-Taylor instability,243
projectile motion tracking video,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,motion_forces_and_energy,0,60,The object follows a parabolic arc or tracked trajectory with independent horizontal and vertical components.,principle_id=PHY_FOR_002; priority=core; reject=Reject clips without visible trajectory or where propulsion continues after launch.; hard_negative_family=free fall only; powered flight; rolling on ramp; capability_label=DMR,principle_id=PHY_FOR_002; priority=core; reject=Reject clips without visible trajectory or where propulsion continues after launch.; hard_negative_family=free fall only; powered flight; rolling on ramp; capability_label=DMR,DMR,,,244
ball projectile motion experiment,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,motion_forces_and_energy,0,60,The object follows a parabolic arc or tracked trajectory with independent horizontal and vertical components.,principle_id=PHY_FOR_002; priority=core; reject=Reject clips without visible trajectory or where propulsion continues after launch.; hard_negative_family=free fall only; powered flight; rolling on ramp; capability_label=DMR,principle_id=PHY_FOR_002; priority=core; reject=Reject clips without visible trajectory or where propulsion continues after launch.; hard_negative_family=free fall only; powered flight; rolling on ramp; capability_label=DMR,DMR,,,245
Magnus effect soccer free kick video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,motion_forces_and_energy,0,60,A spinning ball follows a visibly curved path after launch.,capability_label=DCR; dynamic_concept_id=DCR_PHY_MAGNUS_001; linked_principle_id=PHY_FOR_002; aliases=banana shot; curveball; bending free kick; Magnus kick; reject=Reject clips without visible curved trajectory or without evidence of spin.; hard_negative_concepts=ordinary projectile arc; knuckleball; straight kick,capability_label=DCR; dynamic_concept_id=DCR_PHY_MAGNUS_001; linked_principle_id=PHY_FOR_002; aliases=banana shot; curveball; bending free kick; Magnus kick; reject=Reject clips without visible curved trajectory or without evidence of spin.; hard_negative_concepts=ordinary projectile arc; knuckleball; straight kick,DCR,DCR_PHY_MAGNUS_001,banana kick / curveball,246
